region,Easting,Northing,Longitude,Latitude
Adamawa,1997470.028431126,-4463829.386706253,12.400240775699976,9.323227331978972
Borno,2068241.877843855,-4166934.7660591877,13.153346984526964,11.88898010020693
Yobe,1873520.5456008175,-4130568.1985306027,11.43706583990847,12.298680220936609
