,1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Area,Code,FCG,Fatalities,Lat,Lon,NDVI,NDVI Anomaly,Population,Price cereals and tubers,Rainfalls (mm),Ramadan,Waterways,rCSI
Adamawa,1070.0,1070.0,0.0,0.0,0.0,3.0,0.0,0.0,1070.0,1070.0,0.0,1149.0,1070.0,0.0,0.0,0.0
Borno,1070.0,1070.0,0.0,0.0,0.0,3.0,0.0,0.0,1070.0,1070.0,0.0,1149.0,1070.0,0.0,0.0,0.0
Yobe,1070.0,1070.0,0.0,0.0,0.0,3.0,0.0,0.0,1070.0,1070.0,0.0,1149.0,1070.0,0.0,0.0,0.0
