,1 Month Anomaly Rainfalls (%),3 Months Anomaly Rainfalls (%),Area,Code,FCG,Fatalities,Lat,Lon,NDVI,NDVI Anomaly,Population,Price cereals and tubers,Rainfalls (mm),Ramadan,Waterways,rCSI,region,Datetime,Easting,Northing
637,99.9700568919054,99.9700568919054,2.4879437089732592,83,34.1842,112.0,35.13006522239182,40.32402729587435,0.1372807,113.897540033972,704983,0.0544556066972592,0.015,0.0,8.039284696281428,45.776,Deir-ez-Zor,2019-09-30,4359546.735988073,-697281.7678995192
638,,,2.4879437089732592,83,33.7753,116.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,45.2335,Deir-ez-Zor,2019-10-01,4359546.735988073,-697281.7678995192
639,,,2.4879437089732592,83,36.8866,115.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,45.6668,Deir-ez-Zor,2019-10-02,4359546.735988073,-697281.7678995192
640,,,2.4879437089732592,83,33.04,114.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,45.9419,Deir-ez-Zor,2019-10-03,4359546.735988073,-697281.7678995192
641,,,2.4879437089732592,83,33.0011,122.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,43.9501,Deir-ez-Zor,2019-10-04,4359546.735988073,-697281.7678995192
642,,,2.4879437089732592,83,35.8862,120.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,43.2017,Deir-ez-Zor,2019-10-05,4359546.735988073,-697281.7678995192
643,,,2.4879437089732592,83,34.3851,119.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,43.2113,Deir-ez-Zor,2019-10-06,4359546.735988073,-697281.7678995192
644,,,2.4879437089732592,83,33.8261,116.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,42.5992,Deir-ez-Zor,2019-10-07,4359546.735988073,-697281.7678995192
645,,,2.4879437089732592,83,29.6125,117.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,39.9563,Deir-ez-Zor,2019-10-08,4359546.735988073,-697281.7678995192
646,,,2.4879437089732592,83,30.0558,95.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,40.5084,Deir-ez-Zor,2019-10-09,4359546.735988073,-697281.7678995192
647,96.0971615720524,96.0971615720524,2.4879437089732592,83,29.2084,96.0,35.13006522239182,40.32402729587435,0.1373299,114.222344983007,704983,,0.547,0.0,8.039284696281428,38.409,Deir-ez-Zor,2019-10-10,4359546.735988073,-697281.7678995192
648,,,2.4879437089732592,83,28.0326,92.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,37.5868,Deir-ez-Zor,2019-10-11,4359546.735988073,-697281.7678995192
649,,,2.4879437089732592,83,29.4214,96.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,38.6106,Deir-ez-Zor,2019-10-12,4359546.735988073,-697281.7678995192
650,,,2.4879437089732592,83,27.8695,96.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,39.7263,Deir-ez-Zor,2019-10-13,4359546.735988073,-697281.7678995192
651,,,2.4879437089732592,83,29.3853,104.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,41.0756,Deir-ez-Zor,2019-10-14,4359546.735988073,-697281.7678995192
652,,,2.4879437089732592,83,32.5403,104.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,42.797,Deir-ez-Zor,2019-10-15,4359546.735988073,-697281.7678995192
653,,,2.4879437089732592,83,26.75,105.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,43.724,Deir-ez-Zor,2019-10-16,4359546.735988073,-697281.7678995192
654,,,2.4879437089732592,83,26.4597,106.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,45.5005,Deir-ez-Zor,2019-10-17,4359546.735988073,-697281.7678995192
655,,,2.4879437089732592,83,26.4597,88.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,45.5005,Deir-ez-Zor,2019-10-18,4359546.735988073,-697281.7678995192
656,,,2.4879437089732592,83,28.8226,88.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,44.5149,Deir-ez-Zor,2019-10-19,4359546.735988073,-697281.7678995192
657,89.4175362093132,89.4113983182809,2.4879437089732592,83,30.3339,80.0,35.13006522239182,40.32402729587435,0.1377763,114.675981143863,704983,,0.921,0.0,8.039284696281428,48.9143,Deir-ez-Zor,2019-10-20,4359546.735988073,-697281.7678995192
658,,,2.4879437089732592,83,30.1509,77.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,47.5286,Deir-ez-Zor,2019-10-21,4359546.735988073,-697281.7678995192
659,,,2.4879437089732592,83,29.4763,76.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,47.9501,Deir-ez-Zor,2019-10-22,4359546.735988073,-697281.7678995192
660,,,2.4879437089732592,83,28.2106,76.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,45.783,Deir-ez-Zor,2019-10-23,4359546.735988073,-697281.7678995192
661,,,2.4879437089732592,83,29.1308,73.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,47.1102,Deir-ez-Zor,2019-10-24,4359546.735988073,-697281.7678995192
662,,,2.4879437089732592,83,29.1093,72.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,46.994,Deir-ez-Zor,2019-10-25,4359546.735988073,-697281.7678995192
663,,,2.4879437089732592,83,27.9682,72.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,45.8887,Deir-ez-Zor,2019-10-26,4359546.735988073,-697281.7678995192
664,,,2.4879437089732592,83,27.5043,67.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,45.0167,Deir-ez-Zor,2019-10-27,4359546.735988073,-697281.7678995192
665,,,2.4879437089732592,83,27.1283,64.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,45.7984,Deir-ez-Zor,2019-10-28,4359546.735988073,-697281.7678995192
666,,,2.4879437089732592,83,29.3139,64.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,46.0326,Deir-ez-Zor,2019-10-29,4359546.735988073,-697281.7678995192
667,,,2.4879437089732592,83,29.6701,67.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,45.8537,Deir-ez-Zor,2019-10-30,4359546.735988073,-697281.7678995192
668,92.30537115268558,92.2960998251854,2.4879437089732592,83,30.0683,47.0,35.13006522239182,40.32402729587435,0.140335,116.192469206722,704983,0.0462555888346134,3.827,0.0,8.039284696281428,46.4892,Deir-ez-Zor,2019-10-31,4359546.735988073,-697281.7678995192
669,,,2.4879437089732592,83,30.4786,45.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,47.1439,Deir-ez-Zor,2019-11-01,4359546.735988073,-697281.7678995192
670,,,2.4879437089732592,83,28.3699,45.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,44.7961,Deir-ez-Zor,2019-11-02,4359546.735988073,-697281.7678995192
671,,,2.4879437089732592,83,28.8696,55.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,44.2804,Deir-ez-Zor,2019-11-03,4359546.735988073,-697281.7678995192
672,,,2.4879437089732592,83,28.9848,46.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,43.8708,Deir-ez-Zor,2019-11-04,4359546.735988073,-697281.7678995192
673,,,2.4879437089732592,83,30.3203,46.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,42.5695,Deir-ez-Zor,2019-11-05,4359546.735988073,-697281.7678995192
674,,,2.4879437089732592,83,32.864000000000004,47.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,45.7425,Deir-ez-Zor,2019-11-06,4359546.735988073,-697281.7678995192
675,,,2.4879437089732592,83,32.586,47.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,45.8478,Deir-ez-Zor,2019-11-07,4359546.735988073,-697281.7678995192
676,,,2.4879437089732592,83,34.0059,58.0,35.13006522239182,40.32402729587435,,,704983,,,0.0,8.039284696281428,46.7682,Deir-ez-Zor,2019-11-08,4359546.735988073,-697281.7678995192
