"","Datetime","region","population","FCS","rCSI","dataType","n_conflicts","n_fatalities","log_fatalities","rolling_sum_fatalities","rolling_sum_conflicts","log_rolling_sum_fatalities","food_inflation","headline_inflation","currency_exchange","food_inflation_spline","headline_inflation_spline","currency_exchange_spline"
"1",2022-11-12,"Abia",3802539,0.214737837008378,0.115477842567821,"SURVEY",0,0,0,5,14,1.79175946922805,NA,NA,NA,23.7797110035535,21.284378815786,440.57171799049
"45",2022-11-13,"Abia",3802539,0.215439999431958,0.11224079490046,"SURVEY",0,0,0,5,14,1.79175946922805,NA,NA,NA,23.7618337019896,21.2766641455667,440.612785906816
"100",2022-11-14,"Abia",3802539,0.212739961378437,0.11063897043528,"SURVEY",0,0,0,4,13,1.6094379124341,NA,NA,440.83,23.746060988321,21.2703269822967,440.83
"146",2022-11-15,"Abia",3802539,0.218128992233873,0.114093767348606,"SURVEY",0,0,0,4,13,1.6094379124341,NA,NA,441.19,23.7323413384982,21.2653329051608,441.19
"178",2022-11-16,"Abia",3802539,0.219771622147685,0.114163983590964,"SURVEY",0,0,0,4,12,1.6094379124341,NA,NA,441.19,23.7206232284719,21.2616474933437,441.19
"221",2022-11-17,"Abia",3802539,0.21850979043213,0.113736900528831,"SURVEY",0,0,0,4,12,1.6094379124341,NA,NA,441.85,23.7108551341925,21.2592363260302,441.85
"254",2022-11-18,"Abia",3802539,0.219769738061858,0.115483891157987,"SURVEY",0,0,0,4,12,1.6094379124341,NA,NA,442.16,23.7029855316105,21.258064982405,442.16
"276",2022-11-19,"Abia",3802539,0.222247819154517,0.117057839511968,"SURVEY",0,0,0,4,12,1.6094379124341,NA,NA,NA,23.6969628966764,21.2580990416531,442.282131810955
"316",2022-11-20,"Abia",3802539,0.222095815453832,0.115728990550787,"SURVEY",0,0,0,4,12,1.6094379124341,NA,NA,NA,23.6927357053409,21.2593040829591,442.380936923972
"335",2022-11-21,"Abia",3802539,0.223475945940331,0.117210895141378,"SURVEY",0,0,0,4,11,1.6094379124341,NA,NA,442.49,23.6902524335544,21.2616456855079,442.49
"390",2022-11-22,"Abia",3802539,0.225722865695789,0.111498922167531,"SURVEY",0,0,0,4,11,1.6094379124341,NA,NA,442.63,23.6894615572674,21.2650894284842,442.63
"408",2022-11-23,"Abia",3802539,0.226360860467177,0.110023855113649,"SURVEY",0,0,0,4,11,1.6094379124341,NA,NA,442.8,23.6903115524305,21.2696008910729,442.8
"450",2022-11-24,"Abia",3802539,0.222799818752681,0.109842923373041,"SURVEY",0,0,0,4,11,1.6094379124341,NA,NA,442.95,23.6927508949941,21.2751456524587,442.95
"492",2022-11-25,"Abia",3802539,0.221933818430265,0.108523804752561,"SURVEY",0,0,0,4,11,1.6094379124341,NA,NA,442.76,23.6967280609089,21.2816892918263,442.76
"529",2022-11-26,"Abia",3802539,0.222211790595705,0.112513770404459,"SURVEY",1,0,0,4,12,1.6094379124341,NA,NA,NA,23.7021915261253,21.2891973883606,442.819177076225
"582",2022-11-27,"Abia",3802539,0.222318824343419,0.115363971283398,"SURVEY",1,0,0,4,13,1.6094379124341,NA,NA,NA,23.7090897665938,21.2976355212464,443.107158315502
"622",2022-11-28,"Abia",3802539,0.223042814288032,0.114538996181236,"SURVEY",0,0,0,4,13,1.6094379124341,NA,NA,443.37,23.717371258265,21.3069692696685,443.37
"640",2022-11-29,"Abia",3802539,0.222017972728222,0.116594990873203,"SURVEY",0,0,0,4,13,1.6094379124341,NA,NA,443.44,23.7269844770895,21.3171642128116,443.44
"680",2022-11-30,"Abia",3802539,0.212693939496742,0.113013962512942,"SURVEY",1,0,0,4,14,1.6094379124341,NA,NA,443.44,23.7378778990176,21.3281859298605,443.44
"732",2022-12-01,"Abia",3802539,0.213334827072122,0.113074974378961,"SURVEY",0,0,0,4,14,1.6094379124341,23.75,21.34,443.45,23.75,21.34,443.45
"751",2022-12-02,"Abia",3802539,0.214154805512843,0.114661808859817,"SURVEY",0,0,0,4,13,1.6094379124341,NA,NA,443.67,23.7632947548047,21.3525689329194,443.67
"796",2022-12-03,"Abia",3802539,0.215827898149105,0.111921797514766,"SURVEY",0,0,0,4,10,1.6094379124341,NA,NA,NA,23.7776881334698,21.3658429603263,443.797629557566
"825",2022-12-04,"Abia",3802539,0.228394764655931,0.119230861274533,"SURVEY",0,0,0,3,6,1.38629436111989,NA,NA,NA,23.7931016048508,21.3797692444324,443.866683684051
"887",2022-12-05,"Abia",3802539,0.229865886977096,0.115679812882918,"SURVEY",0,0,0,0,4,0,NA,NA,444.04,23.8094566378035,21.39429494745,444.04
"916",2022-12-06,"Abia",3802539,0.232240879054758,0.114635773623886,"SURVEY",0,0,0,0,4,0,NA,NA,444.31,23.8266747011834,21.4093672315908,444.31
"956",2022-12-07,"Abia",3802539,0.229348864009021,0.110218987892037,"SURVEY",0,0,0,0,4,0,NA,NA,444.31,23.8446772638461,21.424933259067,444.31
"996",2022-12-08,"Abia",3802539,0.227704962394863,0.11081096078173,"SURVEY",0,0,0,0,4,0,NA,NA,444.47,23.8633857946473,21.4409401920904,444.47
"1023",2022-12-09,"Abia",3802539,0.229338870686139,0.110323917782303,"SURVEY",0,0,0,0,3,0,NA,NA,444.47,23.8827217624425,21.4573351928732,444.47
"1054",2022-12-10,"Abia",3802539,0.234718960147417,0.114278906804112,"SURVEY",0,0,0,0,3,0,NA,NA,NA,23.9026066360874,21.4740654236272,444.468743091993
"1082",2022-12-11,"Abia",3802539,0.23527779728229,0.114221839670809,"SURVEY",0,0,0,0,3,0,NA,NA,NA,23.9229618844376,21.4910780465644,444.532635130219
"1115",2022-12-12,"Abia",3802539,0.238487757784996,0.114457997669452,"SURVEY",0,0,0,0,3,0,NA,NA,444.65,23.9437089763487,21.5083202238969,444.65
"1157",2022-12-13,"Abia",3802539,0.242833801310125,0.113639860103999,"SURVEY",0,0,0,0,3,0,NA,NA,444.81,23.9647693806762,21.5257391178366,444.81
"1197",2022-12-14,"Abia",3802539,0.250178893628704,0.11840799002982,"SURVEY",0,0,0,0,3,0,NA,NA,444.96,23.9860645662759,21.5432818905955,444.96
"1230",2022-12-15,"Abia",3802539,0.250181786432697,0.120811910147404,"SURVEY",0,0,0,0,3,0,NA,NA,444.96,24.0075160020033,21.5608957043856,444.96
"1276",2022-12-16,"Abia",3802539,0.254178852603484,0.119639798566169,"SURVEY",1,0,0,0,4,0,NA,NA,444.97,24.0290451567141,21.5785277214188,444.97
"1310",2022-12-17,"Abia",3802539,0.24852184290549,0.12277086441454,"SURVEY",2,0,0,0,6,0,NA,NA,NA,24.0505734992638,21.5961251039072,445.105771085255
"1345",2022-12-18,"Abia",3802539,0.241020802153508,0.113921777002156,"SURVEY",0,0,0,0,6,0,NA,NA,NA,24.0720224985081,21.6136350140627,445.303361016818
"1403",2022-12-19,"Abia",3802539,0.242083776129581,0.115907818433946,"SURVEY",0,0,0,0,6,0,NA,NA,445.46,24.0933136233026,21.6310046140974,445.46
"1430",2022-12-20,"Abia",3802539,0.245142784860326,0.11750596114859,"SURVEY",0,0,0,0,6,0,NA,NA,445.46,24.1143683425028,21.6481810662231,445.46
"1465",2022-12-21,"Abia",3802539,0.247325799945773,0.122832928209283,"SURVEY",0,0,0,0,6,0,NA,NA,445.46,24.1351081249644,21.6651115326519,445.46
"1487",2022-12-22,"Abia",3802539,0.246869788843717,0.124470781233276,"SURVEY",0,0,0,0,6,0,NA,NA,446.13,24.1554544395431,21.6817431755958,446.13
"1529",2022-12-23,"Abia",3802539,0.258127793035127,0.116384868110491,"SURVEY",0,0,0,0,6,0,NA,NA,446.13,24.1753287550944,21.6980231572668,446.13
"1570",2022-12-24,"Abia",3802539,0.257754884302304,0.11576975278886,"SURVEY",0,0,0,0,6,0,NA,NA,NA,24.1946525404739,21.7138986398767,446.046934753439
"1593",2022-12-25,"Abia",3802539,0.256116768296131,0.119627964368018,"SURVEY",0,0,0,0,6,0,NA,NA,NA,24.2133472645373,21.7293167856378,446.081120926167
"1648",2022-12-26,"Abia",3802539,0.253450917926154,0.120049787786529,"SURVEY",0,0,0,0,5,0,NA,NA,446.15,24.2313343961401,21.7442247567618,446.15
"1693",2022-12-27,"Abia",3802539,0.257202884704141,0.126487854562438,"SURVEY",0,0,0,0,4,0,NA,NA,446.13,24.248535404138,21.7585697154608,446.13
"1733",2022-12-28,"Abia",3802539,0.256066801681718,0.126265897601576,"SURVEY",0,0,0,0,4,0,NA,NA,446.14,24.2648717573866,21.7722988239467,446.14
"1773",2022-12-29,"Abia",3802539,0.260575894159139,0.128561995024903,"SURVEY",0,0,0,0,4,0,NA,NA,447.08,24.2802649247415,21.7853592444317,447.08
"1812",2022-12-30,"Abia",3802539,0.26178692710318,0.13071687101697,"SURVEY",0,0,0,0,3,0,NA,NA,447.58,24.2946363750582,21.7976981391275,447.58
"1821",2022-12-31,"Abia",3802539,0.264841991101209,0.134683957219111,"SURVEY",0,0,0,0,3,0,NA,NA,NA,24.3079075771926,21.8092626702463,447.591193765918
"1872",2023-01-01,"Abia",3802539,0.266517976541463,0.136187952312915,"SURVEY",0,0,0,0,3,0,24.32,21.82,NA,24.32,21.82,447.479556532398
"1889",2023-01-02,"Abia",3802539,0.269992760100554,0.137677746368939,"SURVEY",0,0,0,0,3,0,NA,NA,447.58,24.3308575444587,21.8298725877583,447.58
"1947",2023-01-03,"Abia",3802539,0.271599844209356,0.143500960805399,"SURVEY",0,0,0,0,3,0,NA,NA,448.05,24.3405138400371,21.8389040815219,448.05
"1964",2023-01-04,"Abia",3802539,0.273788907884968,0.151022777149689,"SURVEY",0,0,0,0,3,0,NA,NA,448.51,24.3490249483261,21.8471334264493,448.51
"2008",2023-01-05,"Abia",3802539,0.27445583069628,0.151244997092732,"SURVEY",0,0,0,0,3,0,NA,NA,449.03,24.3564469309165,21.8545995676987,449.03
"2068",2023-01-06,"Abia",3802539,0.273716850767342,0.149927982329701,"SURVEY",0,0,0,0,3,0,NA,NA,449.55,24.3628358493993,21.8613414504286,449.55
"2107",2023-01-07,"Abia",3802539,0.275900917781514,0.147004935386593,"SURVEY",0,0,0,0,3,0,NA,NA,NA,24.3682477653654,21.8673980197975,449.822115896812
"2125",2023-01-08,"Abia",3802539,0.270410901768529,0.146851879757183,"SURVEY",0,0,0,0,3,0,NA,NA,NA,24.3727387404057,21.8728082209636,449.811878953298
"2165",2023-01-09,"Abia",3802539,0.267318757282963,0.153448787770487,"SURVEY",0,0,0,0,3,0,NA,NA,449.55,24.3763648361112,21.8776109990855,449.55
"2188",2023-01-10,"Abia",3802539,0.261712766128105,0.154003943154824,"SURVEY",0,0,0,0,3,0,NA,NA,449.58,24.3791821140726,21.8818452993215,449.58
"2235",2023-01-11,"Abia",3802539,0.263199930362318,0.160075938734619,"SURVEY",0,0,0,0,3,0,NA,NA,451.1,24.381246635881,21.8855500668301,451.1
"2277",2023-01-12,"Abia",3802539,0.258646919860651,0.162015958284714,"SURVEY",1,0,0,0,4,0,NA,NA,451.63,24.3826144631272,21.8887642467696,451.63
"2315",2023-01-13,"Abia",3802539,0.260459919017267,0.166955815574804,"SURVEY",0,0,0,0,4,0,NA,NA,452.09,24.3833416574022,21.8915267842984,452.09
"2350",2023-01-14,"Abia",3802539,0.258192749633863,0.170825861352112,"SURVEY",0,0,0,0,4,0,NA,NA,NA,24.3834842802968,21.893876624575,452.040713834383
"2392",2023-01-15,"Abia",3802539,0.260711855946777,0.168069808094013,"SURVEY",0,0,0,0,3,0,NA,NA,NA,24.383098393402,21.8958527127577,451.811417963627
"2437",2023-01-16,"Abia",3802539,0.258072829759274,0.165178844977001,"SURVEY",0,0,0,0,1,0,NA,NA,452.12,24.3822400583087,21.897493994005,452.12
"2468",2023-01-17,"Abia",3802539,0.257340950349227,0.16978182209308,"SURVEY",1,3,1.38629436111989,3,2,1.38629436111989,NA,NA,453.08,24.3809653366078,21.8988394134753,453.08
"2508",2023-01-18,"Abia",3802539,0.257918985183321,0.166041952495425,"SURVEY",0,0,0,3,2,1.38629436111989,NA,NA,453.08,24.3793302898902,21.8999279163269,453.08
"2548",2023-01-19,"Abia",3802539,0.258923840097367,0.16644378926817,"SURVEY",0,0,0,3,2,1.38629436111989,NA,NA,453.08,24.3773909797468,21.9007984477183,453.08
"2584",2023-01-20,"Abia",3802539,0.26152999351223,0.171155903989413,"SURVEY",0,0,0,3,2,1.38629436111989,NA,NA,454.56,24.3752034677686,21.9014899528079,454.56
"2596",2023-01-21,"Abia",3802539,0.25862088462472,0.171051763045691,"SURVEY",0,0,0,3,2,1.38629436111989,NA,NA,NA,24.3728238155463,21.9020413767541,453.955613552172
"2637",2023-01-22,"Abia",3802539,0.256863900672682,0.166602893487746,"SURVEY",0,0,0,3,2,1.38629436111989,NA,NA,NA,24.370308084671,21.9024916647152,452.849447083983
"2671",2023-01-23,"Abia",3802539,0.258073881687998,0.164680756725966,"SURVEY",0,0,0,3,2,1.38629436111989,NA,NA,454.56,24.3677123367336,21.9028797618497,454.56
"2710",2023-01-24,"Abia",3802539,0.257062978183787,0.163543884757,"SURVEY",0,0,0,3,2,1.38629436111989,NA,NA,459.31,24.3650926333249,21.9032446133161,459.31
"2748",2023-01-25,"Abia",3802539,0.26063480216771,0.165681929889476,"SURVEY",1,1,0.693147180559945,4,3,1.6094379124341,NA,NA,459.47,24.3625050360359,21.9036251642726,459.47
"2802",2023-01-26,"Abia",3802539,0.263001904779938,0.165237752985571,"SURVEY",1,0,0,4,4,1.6094379124341,NA,NA,459.78,24.3600056064574,21.9040603598778,459.78
"2830",2023-01-27,"Abia",3802539,0.261515792474449,0.168830878526164,"SURVEY",1,0,0,4,5,1.6094379124341,NA,NA,459.78,24.3576504061805,21.9045891452899,459.78
"2879",2023-01-28,"Abia",3802539,0.261218885591969,0.166073150465947,"SURVEY",0,0,0,4,5,1.6094379124341,NA,NA,NA,24.355495496796,21.9052504656675,459.720231298754
"2919",2023-01-29,"Abia",3802539,0.271890965483852,0.164991864646227,"SURVEY",0,0,0,4,5,1.6094379124341,NA,NA,NA,24.3535969398947,21.9060832661689,459.783487161244
"2937",2023-01-30,"Abia",3802539,0.269507820958575,0.166797763283953,"SURVEY",0,0,0,4,5,1.6094379124341,NA,NA,459.91,24.3520107970677,21.9071264919525,459.91
"2985",2023-01-31,"Abia",3802539,0.275054904104862,0.164125864323811,"SURVEY",0,0,0,4,5,1.6094379124341,NA,NA,460.02,24.3507931299058,21.9084190881767,460.02
"3014",2023-02-01,"Abia",3802539,0.275928793892712,0.164101932945329,"SURVEY",0,0,0,4,5,1.6094379124341,24.35,21.91,460.02,24.35,21.91,460.02
"3038",2023-02-02,"Abia",3802539,0.275253981615968,0.161772962749363,"SURVEY",0,0,0,4,5,1.6094379124341,NA,NA,460.04,24.3496748156727,21.9118995428883,460.04
"3087",2023-02-03,"Abia",3802539,0.278965975102425,0.160240828562179,"SURVEY",0,0,0,4,5,1.6094379124341,NA,NA,460.04,24.349810372173,21.9141135135381,460.04
"3111",2023-02-04,"Abia",3802539,0.277174803466841,0.166195797071378,"SURVEY",0,0,0,4,5,1.6094379124341,NA,NA,NA,24.3503868114813,21.9166290789535,459.59993004339
"3155",2023-02-05,"Abia",3802539,0.279074849725407,0.163884972645908,"SURVEY",0,0,0,4,5,1.6094379124341,NA,NA,NA,24.3513842755783,21.9194334061385,459.109909242343
"3204",2023-02-06,"Abia",3802539,0.28096490266109,0.164064852457792,"SURVEY",0,0,0,4,5,1.6094379124341,NA,NA,459.2,24.3527829064446,21.9225136620971,459.2
"3235",2023-02-07,"Abia",3802539,0.278351911709518,0.165489952897262,"SURVEY",1,0,0,4,6,1.6094379124341,NA,NA,459.92,24.3545628460607,21.9258570138335,459.92
"3284",2023-02-08,"Abia",3802539,0.286754981342729,0.164170834276782,"SURVEY",0,0,0,4,6,1.6094379124341,NA,NA,459.92,24.3567042364072,21.9294506283516,459.92
"3302",2023-02-09,"Abia",3802539,0.28175174534699,0.162806745703331,"SURVEY",0,0,0,4,6,1.6094379124341,NA,NA,459.97,24.3591872194646,21.9332816726555,459.97
"3357",2023-02-10,"Abia",3802539,0.285274917627406,0.161737986119275,"SURVEY",0,0,0,4,6,1.6094379124341,NA,NA,458.99,24.3619919372136,21.9373373137493,458.99
"3401",2023-02-11,"Abia",3802539,0.283563955557063,0.163164927434012,"SURVEY",0,0,0,4,5,1.6094379124341,NA,NA,NA,24.3650985316347,21.941604718637,458.827939419613
"3429",2023-02-12,"Abia",3802539,0.28608385081652,0.164115871000929,"SURVEY",0,0,0,4,5,1.6094379124341,NA,NA,NA,24.3684871447085,21.9460710543227,459.440699246014
"3445",2023-02-13,"Abia",3802539,0.285689903509208,0.163537836166835,"SURVEY",0,0,0,4,5,1.6094379124341,NA,NA,460.02,24.3721379184155,21.9507234878105,460.02
"3489",2023-02-14,"Abia",3802539,0.282922804999502,0.165763980329985,"SURVEY",0,0,0,4,5,1.6094379124341,NA,NA,460.06,24.3760309947364,21.9555491861043,460.06
"3529",2023-02-15,"Abia",3802539,0.291635930624249,0.163285899237325,"SURVEY",0,0,0,4,5,1.6094379124341,NA,NA,460.06,24.3801465156517,21.9605353162083,460.06
"3574",2023-02-16,"Abia",3802539,0.300351949052988,0.16865099871428,"SURVEY",0,0,0,1,4,0.693147180559945,NA,NA,460.05,24.384464623142,21.9656690451265,460.05
"3597",2023-02-17,"Abia",3802539,0.302095783895971,0.166103753307987,"SURVEY",2,7,2.07944154167984,8,6,2.19722457733622,NA,NA,460.04,24.3889654591878,21.970937539863,460.04
"3632",2023-02-18,"Abia",3802539,0.304664856823296,0.167786839267132,"SURVEY",0,0,0,8,6,2.19722457733622,NA,NA,NA,24.3936291657698,21.9763279674217,460.062018681614
"3689",2023-02-19,"Abia",3802539,0.306525981719057,0.17132473854969,"SURVEY",0,0,0,8,6,2.19722457733622,NA,NA,NA,24.3984358848684,21.9818274948068,460.082020351007
"3720",2023-02-20,"Abia",3802539,0.305901925003268,0.167365804795164,"SURVEY",1,0,0,8,7,2.19722457733622,NA,NA,460.05,24.4033657584644,21.9874232890224,460.05
"3752",2023-02-21,"Abia",3802539,0.309562899946588,0.170539999721239,"SURVEY",0,0,0,8,7,2.19722457733622,NA,NA,459.97,24.4083989285382,21.9931025170724,459.97
"3795",2023-02-22,"Abia",3802539,0.310962754096671,0.170707782352791,"SURVEY",0,0,0,8,7,2.19722457733622,NA,NA,459.97,24.4135155370704,21.9988523459609,459.97
"3821",2023-02-23,"Abia",3802539,0.308383950828644,0.176525737145628,"SURVEY",1,0,0,8,8,2.19722457733622,NA,NA,459.94,24.4186957260416,22.004659942692,459.94
"3878",2023-02-24,"Abia",3802539,0.308910967119601,0.172816899445344,"SURVEY",0,0,0,7,7,2.07944154167984,NA,NA,459.94,24.4239196374324,22.0105124742698,459.94
"3909",2023-02-25,"Abia",3802539,0.3118647829779,0.171381805682992,"SURVEY",1,2,1.09861228866811,9,7,2.30258509299405,NA,NA,NA,24.4291674132233,22.0163971076982,459.941683743677
"3945",2023-02-26,"Abia",3802539,0.309767763065678,0.175692872578033,"SURVEY",0,0,0,9,6,2.30258509299405,NA,NA,NA,24.434419195395,22.0223010099814,459.940674666234
"3995",2023-02-27,"Abia",3802539,0.314439904495391,0.173336815217411,"SURVEY",2,0,0,9,8,2.30258509299405,NA,NA,459.95,24.4396551259279,22.0282113481234,459.95
"4032",2023-02-28,"Abia",3802539,0.316319964108192,0.175563748327105,"SURVEY",0,0,0,9,8,2.30258509299405,NA,NA,459.97,24.4448553468027,22.0341152891283,459.97
"4056",2023-03-01,"Abia",3802539,0.318400942107366,0.17667695189977,"SURVEY",0,0,0,9,8,2.30258509299405,24.45,22.04,459.97,24.45,22.04,459.97
"4087",2023-03-02,"Abia",3802539,0.322283874011549,0.176639871412233,"SURVEY",1,0,0,9,9,2.30258509299405,NA,NA,459.97,24.4550738068253,22.0458552367439,459.97
"4124",2023-03-03,"Abia",3802539,0.320761996129428,0.177108768641163,"SURVEY",0,0,0,9,9,2.30258509299405,NA,NA,459.96,24.4600798058846,22.0516811113701,459.96
"4146",2023-03-04,"Abia",3802539,0.315071850676614,0.17125399634297,"SURVEY",1,0,0,9,10,2.30258509299405,NA,NA,NA,24.4650256151088,22.0574803248897,459.956977497797
"4185",2023-03-05,"Abia",3802539,0.31155393803982,0.172418744423134,"SURVEY",0,0,0,9,10,2.30258509299405,NA,NA,NA,24.4699188524289,22.0632555783142,459.959877540195
"4224",2023-03-06,"Abia",3802539,0.30771176837371,0.181825880023847,"SURVEY",0,0,0,9,10,2.30258509299405,NA,NA,459.96,24.4747671357758,22.0690095726548,459.96
"4266",2023-03-07,"Abia",3802539,0.307693885585394,0.181002745796953,"SURVEY",0,0,0,9,10,2.30258509299405,NA,NA,459.96,24.4795780830805,22.0747450089227,459.96
"4315",2023-03-08,"Abia",3802539,0.30432192805912,0.180892819245246,"SURVEY",0,0,0,9,10,2.30258509299405,NA,NA,459.99,24.4843593122739,22.0804645881292,459.99
"4346",2023-03-09,"Abia",3802539,0.296536866551533,0.183577867314444,"SURVEY",0,0,0,9,9,2.30258509299405,NA,NA,460.02,24.4891184412869,22.0861710112856,460.02
"4396",2023-03-10,"Abia",3802539,0.297806807504144,0.179898746600627,"SURVEY",0,0,0,9,9,2.30258509299405,NA,NA,460.02,24.4938630880506,22.0918669794033,460.02
"4431",2023-03-11,"Abia",3802539,0.297528835338704,0.180978814418471,"SURVEY",0,0,0,9,9,2.30258509299405,NA,NA,NA,24.4986008704958,22.0975551934934,460.017352048685
"4444",2023-03-12,"Abia",3802539,0.295757913331066,0.184778906935603,"SURVEY",0,0,0,9,9,2.30258509299405,NA,NA,NA,24.5033394065535,22.1032383545672,460.018380191678
"4483",2023-03-13,"Abia",3802539,0.290984786743805,0.18312685287383,"SURVEY",0,0,0,9,9,2.30258509299405,NA,NA,460.02,24.5080863141547,22.1089191636361,460.02
"4518",2023-03-14,"Abia",3802539,0.286400744344765,0.181728839599015,"SURVEY",0,0,0,9,9,2.30258509299405,NA,NA,460.03,24.5128492112303,22.1146003217113,460.03
"4557",2023-03-15,"Abia",3802539,0.284095968509462,0.183098976762631,"SURVEY",0,0,0,9,9,2.30258509299405,NA,NA,460.04,24.5176357157113,22.120284529804,460.04
"4598",2023-03-16,"Abia",3802539,0.286820989870189,0.189580961562787,"SURVEY",1,0,0,9,10,2.30258509299405,NA,NA,459.94,24.5224534455286,22.1259744889257,459.94
"4628",2023-03-17,"Abia",3802539,0.285591811155652,0.186514852313152,"SURVEY",0,0,0,9,10,2.30258509299405,NA,NA,459.94,24.5273100186132,22.1316729000874,459.94
"4668",2023-03-18,"Abia",3802539,0.287789816225422,0.186777834494268,"SURVEY",0,0,0,9,10,2.30258509299405,NA,NA,NA,24.532213052896,22.1373824643006,459.931428496896
"4709",2023-03-19,"Abia",3802539,0.286044929453715,0.184265828700245,"SURVEY",0,0,0,2,8,1.09861228866811,NA,NA,NA,24.537170166308,22.1431058825765,459.900885933971
"4737",2023-03-20,"Abia",3802539,0.286672930902221,0.185874753684315,"SURVEY",0,0,0,2,8,1.09861228866811,NA,NA,459.89,24.54218897678,22.1488458559263,459.89
"4784",2023-03-21,"Abia",3802539,0.287133938665718,0.182153818803699,"SURVEY",1,0,0,2,9,1.09861228866811,NA,NA,459.92,24.5472771022432,22.1546050853614,459.92
"4843",2023-03-22,"Abia",3802539,0.284324763007033,0.18200076317429,"SURVEY",0,0,0,2,8,1.09861228866811,NA,NA,459.95,24.5524421606284,22.1603862718931,459.95
"4858",2023-03-23,"Abia",3802539,0.278992799284899,0.178871801183367,"SURVEY",0,0,0,2,8,1.09861228866811,NA,NA,459.98,24.5576917698665,22.1661921165325,459.98
"4887",2023-03-24,"Abia",3802539,0.27743594477269,0.179394872741608,"SURVEY",0,0,0,2,8,1.09861228866811,NA,NA,459.98,24.5630335478885,22.1720253202911,459.98
"4927",2023-03-25,"Abia",3802539,0.28281182651907,0.178100737428334,"SURVEY",1,1,0.693147180559945,3,8,1.38629436111989,NA,NA,NA,24.5684751126254,22.17788858418,459.964729190061
"4960",2023-03-26,"Abia",3802539,0.287119737627938,0.182185902629796,"SURVEY",0,0,0,3,8,1.38629436111989,NA,NA,NA,24.5740240820082,22.1837846092105,459.938791440671
"4998",2023-03-27,"Abia",3802539,0.286109886052451,0.178656944741395,"SURVEY",1,0,0,1,8,0.693147180559945,NA,NA,459.9,24.5796880739677,22.189716096394,459.9
"5043",2023-03-28,"Abia",3802539,0.288528796154359,0.177556890277785,"SURVEY",0,0,0,1,8,0.693147180559945,NA,NA,459.85,24.5854747064349,22.1956857467417,459.85
"5075",2023-03-29,"Abia",3802539,0.287797968673037,0.178068916584419,"SURVEY",0,0,0,1,6,0.693147180559945,NA,NA,459.82,24.5913915973408,22.2016962612648,459.82
"5120",2023-03-30,"Abia",3802539,0.291069992970486,0.176485763854099,"SURVEY",0,0,0,1,6,0.693147180559945,NA,NA,459.85,24.5974463646163,22.2077503409748,459.85
"5151",2023-03-31,"Abia",3802539,0.300908945312592,0.176792927041642,"SURVEY",1,5,1.79175946922805,6,7,1.94591014905531,NA,NA,459.84,24.6036466261924,22.2138506868827,459.84
"5204",2023-04-01,"Abia",3802539,0.299849916069237,0.176985955962582,"SURVEY",0,0,0,6,6,1.94591014905531,24.61,22.22,NA,24.61,22.22,459.83122525153
"5235",2023-04-02,"Abia",3802539,0.301869882202392,0.174022935727944,"SURVEY",0,0,0,6,6,1.94591014905531,NA,NA,NA,24.6165107860686,22.2261998462948,459.832235717591
"5266",2023-04-03,"Abia",3802539,0.303810953681211,0.171979827162851,"SURVEY",0,0,0,6,5,1.94591014905531,NA,NA,459.83,24.6231700128219,22.2324472515634,459.83
"5297",2023-04-04,"Abia",3802539,0.308395785026794,0.169962753833689,"SURVEY",0,0,0,6,5,1.94591014905531,NA,NA,459.83,24.629965390782,22.2387381065587,459.83
"5334",2023-04-05,"Abia",3802539,0.307031959435525,0.166389877921042,"SURVEY",0,0,0,6,5,1.94591014905531,NA,NA,459.86,24.6368846304712,22.245068302034,459.86
"5376",2023-04-06,"Abia",3802539,0.311631780765431,0.170956826478308,"SURVEY",0,0,0,6,5,1.94591014905531,NA,NA,459.83,24.6439154424117,22.2514337287422,459.83
"5407",2023-04-07,"Abia",3802539,0.313551813669761,0.173911957247513,"SURVEY",0,0,0,6,5,1.94591014905531,NA,NA,459.83,24.6510455371255,22.2578302774366,459.83
"5444",2023-04-08,"Abia",3802539,0.314112754662082,0.174772960908488,"SURVEY",0,0,0,6,5,1.94591014905531,NA,NA,NA,24.6582626251351,22.2642538388701,459.832621248628
"5477",2023-04-09,"Abia",3802539,0.316443828715498,0.16964980503816,"SURVEY",0,0,0,6,5,1.94591014905531,NA,NA,NA,24.6655544169624,22.270700303796,459.829526061232
"5539",2023-04-10,"Abia",3802539,0.316291825014812,0.169332911509915,"SURVEY",0,0,0,6,5,1.94591014905531,NA,NA,459.83,24.6729086231298,22.2771655629673,459.83
"5571",2023-04-11,"Abia",3802539,0.313983893393335,0.164338879890515,"SURVEY",0,0,0,6,5,1.94591014905531,NA,NA,459.83,24.6803129541595,22.2836455071371,459.83
"5595",2023-04-12,"Abia",3802539,0.322125821720698,0.15948475479147,"SURVEY",0,0,0,6,5,1.94591014905531,NA,NA,459.83,24.6877551205735,22.2901360270586,459.83
"5627",2023-04-13,"Abia",3802539,0.319273779966491,0.153278002630764,"SURVEY",0,0,0,6,5,1.94591014905531,NA,NA,459.93,24.6952228328942,22.2966330134847,459.93
"5672",2023-04-14,"Abia",3802539,0.319480746943029,0.15394897987897,"SURVEY",0,0,0,6,5,1.94591014905531,NA,NA,459.93,24.7027038016436,22.3031323571687,459.93
