adm1_code,adm1_name,Datetime,fcs,rcsi,data_type,pewi_6,pewi_6_cubic_intp,pewi_8,pewi_8_cubic_intp,rainfall_value,rainfall_value_cubic_intp,rainfall_1_month_anomaly,rainfall_1_month_anomaly_cubic_intp,rainfall_3_months_anomaly,rainfall_3_months_anomaly_cubic_intp,ndvi_value,ndvi_value_cubic_intp,ndvi_anomaly,ndvi_anomaly_cubic_intp,n_conflicts_Battles_anomaly_30days_lagged14days,n_fatalities_Battles_anomaly_30days_lagged14days,n_conflicts_Battles_rolsum_90days,n_fatalities_Battles_rolsum_90days,n_conflicts_Violence_against_civilians_anomaly_30days_lagged14days,n_fatalities_Violence_against_civilians_anomaly_30days_lagged14days,n_conflicts_Violence_against_civilians_rolsum_90days,n_fatalities_Violence_against_civilians_rolsum_90days,n_conflicts_Explosions/Remote_violence_anomaly_30days_lagged14days,n_fatalities_Explosions/Remote_violence_anomaly_30days_lagged14days,n_conflicts_Explosions/Remote_violence_rolsum_90days,n_fatalities_Explosions/Remote_violence_rolsum_90days,food_inflation,food_inflation_cubic_intp,headline_inflation,headline_inflation_cubic_intp,currency_exchange,currency_exchange_cubic_intp,Ramadan,Ramadan_past90days,day_num,day_of_week,Area,Lat,Lon,Waterways,population,Easting,Northing,Longitude,Latitude,MPI,MPI_incidence,MPI_intensity,Muslim,Christian
65698,Abia,2022-12-14,0.2410213856241691,0.1139216640857084,SURVEY 90 days,,-0.04608947574116615,,0.9230081035187852,,3.6076495980059966,,,,0.9121401771706702,,0.6407900281020547,,1.0035866376900588,2.0,2.0,5.0,4.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,,23.749537864281493,,21.33583232146727,444.96,444.96,0.0,0.0,11,Wed,0.3965429048009287,5.4533021189195825,7.523189981967188,0.8976169407211194,3802539,1459763.7933569262,-4916261.168813426,7.523189981967188,5.453302118919583,0.101,29.8,33.9,0.1,91.3
65698,Abia,2022-12-21,0.2561171358660495,0.1196281443245371,SURVEY 90 days,,-0.00653774038982774,,1.0233112030890208,2.0839,2.0839,,,0.880839,0.880839,0.6202,0.6202,1.00916,1.00916,-4.0,-4.0,4.0,4.0,0.0,-1.0,6.0,1.0,0.0,0.0,0.0,0.0,,23.79869481750333,,21.394778813221144,445.46,445.46,0.0,0.0,12,Wed,0.3965429048009287,5.4533021189195825,7.523189981967188,0.8976169407211194,3802539,1459763.7933569262,-4916261.168813426,7.523189981967188,5.453302118919583,0.101,29.8,33.9,0.1,91.3
65698,Abia,2022-12-28,0.2665179722233683,0.1361877338385985,SURVEY 90 days,,0.02296229412986492,,1.121686338542007,,2.140873332424704,,,,0.8828332099900557,,0.6015820582063756,,1.0138711730811012,-3.0,-3.0,4.0,4.0,0.0,-1.0,6.0,1.0,0.0,0.0,0.0,0.0,,23.9281654496811,,21.505312710835465,446.14,446.14,0.0,0.0,13,Wed,0.3965429048009287,5.4533021189195825,7.523189981967188,0.8976169407211194,3802539,1459763.7933569262,-4916261.168813426,7.523189981967188,5.453302118919583,0.101,29.8,33.9,0.1,91.3
65698,Abia,2023-01-04,0.2704109352039904,0.1468516840972331,SURVEY 90 days,,0.04148187885979718,,1.2178308273714973,,1.4098927811182802,,,,0.7998009899679344,,0.5856464865137602,,1.0175251941627101,-3.0,-3.0,4.0,4.0,2.0,-1.0,6.0,1.0,0.0,0.0,0.0,0.0,,24.093678912499147,,21.637943014360815,448.51,448.51,0.0,0.0,14,Wed,0.3965429048009287,5.4533021189195825,7.523189981967188,0.8976169407211194,3802539,1459763.7933569262,-4916261.168813426,7.523189981967188,5.453302118919583,0.101,29.8,33.9,0.1,91.3
65698,Abia,2023-01-11,0.2607120362862918,0.1680701755863952,SURVEY 90 days,,0.04809226484185414,,1.3114419870712457,2.071,2.071,,,0.6482760000000001,0.6482760000000001,0.574,0.574,1.019497,1.019497,-3.0,-3.0,4.0,4.0,-2.0,-1.0,6.0,1.0,0.0,0.0,0.0,0.0,,24.250918472527353,,21.76314851552778,451.1,451.1,0.0,0.0,15,Wed,0.3965429048009287,5.4533021189195825,7.523189981967188,0.8976169407211194,3802539,1459763.7933569262,-4916261.168813426,7.523189981967188,5.453302118919583,0.101,29.8,33.9,0.1,91.3
65698,Abia,2023-01-18,0.2568637908134792,0.1666028170977495,SURVEY 90 days,,0.04186470311792151,,1.4022171351350061,,8.025315484844235,,,,0.6051287077643228,,0.5684146615048412,,1.0185768369479329,0.0,0.0,4.0,6.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,,24.35646290519263,,21.852011102109145,453.08,453.08,0.0,0.0,16,Wed,0.3965429048009287,5.4533021189195825,7.523189981967188,0.8976169407211194,3802539,1459763.7933569262,-4916261.168813426,7.523189981967188,5.453302118919583,0.101,29.8,33.9,0.1,91.3
65698,Abia,2023-01-25,0.2718912994218609,0.1649924533014768,SURVEY 90 days,,0.021870444729884475,,1.4898535890565325,,7.417781698179051,,,,0.6057345877874135,,0.5664973732090319,,1.0145248771129338,0.0,0.0,4.0,6.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,,24.396475945198016,,21.895537168160473,459.47,459.47,0.0,0.0,17,Wed,0.3965429048009287,5.4533021189195825,7.523189981967188,0.8976169407211194,3802539,1459763.7933569262,-4916261.168813426,7.523189981967188,5.453302118919583,0.101,29.8,33.9,0.1,91.3
65698,Abia,2023-02-01,0.2790750670709766,0.1638847569051292,SURVEY 90 days,,-0.012819259280371753,,1.574048666329579,2.0581,2.0581,,,0.586779,0.586779,0.568,0.568,1.008626,1.008626,1.0,3.0,3.0,6.0,-4.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,,24.392775846553615,,21.90874526497279,460.02,460.02,0.0,0.0,18,Wed,0.3965429048009287,5.4533021189195825,7.523189981967188,0.8976169407211194,3802539,1459763.7933569262,-4916261.168813426,7.523189981967188,5.453302118919583,0.101,29.8,33.9,0.1,91.3
65698,Abia,2023-02-08,0.2860842304737376,0.1641159112568558,SURVEY 90 days,,-0.06313315787096169,,1.6544996844478992,,2.621294737319797,,,,0.5412781685955187,,0.5744275809202561,,1.0031661326572034,1.0,3.0,1.0,3.0,-2.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,,24.369303550930564,,21.908083504825996,459.92,459.92,0.0,0.0,19,Wed,0.3965429048009287,5.4533021189195825,7.523189981967188,0.8976169407211194,3802539,1459763.7933569262,-4916261.168813426,7.523189981967188,5.453302118919583,0.101,29.8,33.9,0.1,91.3
65698,Abia,2023-02-15,0.3065258371328017,0.1713250363528412,SURVEY 90 days,-0.13,-0.13,,1.7309039609052477,,-1.5288791515135236,,,,0.4792112183626945,,0.5838998583251764,,1.0001755786168185,1.0,3.0,1.0,3.0,-1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,24.35,24.35,21.91,21.91,460.06,460.06,0.0,0.0,20,Wed,0.3965429048009287,5.4533021189195825,7.523189981967188,0.8976169407211194,3802539,1459763.7933569262,-4916261.168813426,7.523189981967188,5.453302118919583,0.101,29.8,33.9,0.1,91.3
