Datetime,food_inflation,food_inflation_cubic_intp,headline_inflation,headline_inflation_cubic_intp,currency_exchange,currency_exchange_cubic_intp,Ramadan,Ramadan_past90days,day_num,day_of_week
2023-10-23,,31.826471435398755,,27.534623376086966,883.0,883.0,0.0,0.0,56,Mon
2023-10-24,,31.867528359733598,,27.561827131141136,794.93,794.93,0.0,0.0,56,Tue
2023-10-25,,31.909087216879794,,27.589326241219716,794.93,794.93,0.0,0.0,56,Wed
2023-10-26,,31.951115387020074,,27.61710092396049,802.2,802.2,0.0,0.0,56,Thu
2023-10-27,,31.99358025033718,,27.645131397001208,790.0,790.0,0.0,0.0,56,Fri
2023-10-28,,32.03644918701384,,27.673397877979646,,783.6767498556271,0.0,0.0,57,Sat
2023-10-29,,32.079689577232806,,27.70188058453358,,784.5627027260869,0.0,0.0,57,Sun
2023-10-30,,32.1232688011768,,27.730559734300773,785.98,785.98,0.0,0.0,57,Mon
2023-10-31,,32.16715423902859,,27.759415544919012,785.0,785.0,0.0,0.0,57,Tue
2023-11-01,,32.21131327097087,,27.788428234026032,787.0,787.0,0.0,0.0,57,Wed
2023-11-02,,32.25571327718642,,27.81757801925965,787.0,787.0,0.0,0.0,57,Thu
2023-11-03,,32.30032163785795,,27.84684511825759,806.27,806.27,0.0,0.0,57,Fri
2023-11-04,,32.345105733168204,,27.87620974865765,,817.5595710990995,0.0,0.0,58,Sat
2023-11-05,,32.390032943299914,,27.905652128097586,,814.2258891667575,0.0,0.0,58,Sun
2023-11-06,,32.43507064843584,,27.935152474215183,799.2,799.2,0.0,0.0,58,Mon
2023-11-07,,32.480186228758704,,27.964691004648202,786.09,786.09,0.0,0.0,58,Tue
2023-11-08,,32.52534706445125,,27.99424793703442,802.8,802.8,0.0,0.0,58,Wed
2023-11-09,,32.57052053569621,,28.02380348901159,802.0,802.0,0.0,0.0,58,Thu
2023-11-10,,32.615674022676316,,28.053337878217498,802.0,802.0,0.0,0.0,58,Fri
2023-11-11,,32.66077490557432,,28.082831322289913,,791.560218568269,0.0,0.0,59,Sat
2023-11-12,,32.70579056457296,,28.112264038866606,,783.7639968172512,0.0,0.0,59,Sun
2023-11-13,,32.75068837985495,,28.141616245585325,802.0,802.0,0.0,0.0,59,Mon
2023-11-14,,32.79543573160306,,28.170868160083874,844.94,844.94,0.0,0.0,59,Tue
2023-11-15,32.84,32.84,28.2,28.2,843.08,843.08,0.0,0.0,59,Wed
2023-11-16,,32.88434856522852,,28.22899198297148,826.84,826.84,0.0,0.0,59,Thu
2023-11-17,,32.92844880747137,,28.257824326636086,839.54,839.54,0.0,0.0,59,Fri
2023-11-18,,32.97226810691128,,28.286477248631588,,841.1191521078506,0.0,0.0,60,Sat
2023-11-19,,33.015773843730976,,28.31493096659575,,829.7958688197397,0.0,0.0,60,Sun
2023-11-20,,33.0589333981132,,28.343165698166345,819.68,819.68,0.0,0.0,60,Mon
2023-11-21,,33.101714150240696,,28.371161660981148,816.1,816.1,0.0,0.0,60,Tue
2023-11-22,,33.1440834802962,,28.398899072677928,803.89,803.89,0.0,0.0,60,Wed
2023-11-23,,33.18600876846246,,28.426358150894448,803.89,803.89,0.0,0.0,60,Thu
2023-11-24,,33.22745739492219,,28.453519113268484,804.0,804.0,0.0,0.0,60,Fri
2023-11-25,,33.26839673985815,,28.48036217743781,,805.2228424484642,0.0,0.0,61,Sat
2023-11-26,,33.30879418345307,,28.506867561040185,,805.2264361433741,0.0,0.0,61,Sun
2023-11-27,,33.34861710588967,,28.533015481713385,799.0,799.0,0.0,0.0,61,Mon
2023-11-28,,33.387832887350726,,28.55878615709518,789.0,789.0,0.0,0.0,61,Tue
2023-11-29,,33.42640890801894,,28.584159804823344,793.0,793.0,0.0,0.0,61,Wed
2023-11-30,,33.464312548077075,,28.609116642535643,790.0,790.0,0.0,0.0,61,Thu
2023-12-01,,33.50151118770785,,28.633636887869844,788.0,788.0,0.0,0.0,61,Fri
2023-12-02,,33.537972207094015,,28.65770075846372,,789.7136141554575,0.0,0.0,62,Sat
2023-12-03,,33.5736629864183,,28.681288471955046,,793.5685931874159,0.0,0.0,62,Sun
2023-12-04,,33.60855090586345,,28.704380245981582,798.0,798.0,0.0,0.0,62,Mon
2023-12-05,,33.6426033456122,,28.726956298181104,801.0,801.0,0.0,0.0,62,Tue
2023-12-06,,33.67578768584729,,28.748996846191393,801.0,801.0,0.0,0.0,62,Wed
2023-12-07,,33.70807130675145,,28.770482107650203,800.0,800.0,0.0,0.0,62,Thu
2023-12-08,,33.73942158850743,,28.7913923001953,790.0,790.0,0.0,0.0,62,Fri
2023-12-09,,33.76980591129795,,28.811707641464473,,782.9005678073685,0.0,0.0,63,Sat
2023-12-10,,33.79919165530577,,28.83140834909548,,782.7842592231904,0.0,0.0,63,Sun
2023-12-11,,33.82754620071361,,28.850474640726087,790.0,790.0,0.0,0.0,63,Mon
2023-12-12,,33.85483692770421,,28.868886733994074,801.45,801.45,0.0,0.0,63,Tue
2023-12-13,,33.88103121646032,,28.886624846537213,802.0,802.0,0.0,0.0,63,Wed
2023-12-14,,33.90609644716467,,28.903669195993263,790.0,790.0,0.0,0.0,63,Thu
2023-12-15,33.93,33.93,28.92,28.92,789.0,789.0,0.0,0.0,63,Fri
